,price,area,province,district,ward,floor,bedroom,toilet
819,6000000000,17.0,1,7,265,3,2,2
820,5700000000,35.0,1,6,199,4,4,4
821,7900000000,50.0,1,7,244,4,5,5
824,6800000000,55.0,1,7,292,4,4,4
828,4900000000,37.0,1,9,352,0,0,0
829,9100000000,280.0,1,4,148,6,4,5
830,7300000000,190.0,1,4,148,4,4,4
831,12600000000,380.0,1,4,142,4,3,4
832,3300000000,36.0,1,4,145,4,3,4
833,11200000000,70.0,1,19,626,7,18,19
834,11000000000,45.0,1,6,220,5,4,4
835,10500000000,45.0,1,6,205,5,4,4
837,2200000000,63.0,1,4,121,0,2,2
839,5800000000,43.0,1,2,67,0,4,3
840,2900000000,74.0,1,21,617,0,2,2
841,7200000000,55.0,1,5,169,4,4,4
842,10400000000,41.0,1,6,178,5,3,3
843,3900000000,35.0,1,3,109,5,3,4
845,11300000000,50.0,1,6,178,7,17,17
846,7000000000,45.0,1,3,112,4,4,6
847,4700000000,37.0,1,3,112,5,3,4
848,2400000000,40.0,1,4,145,0,0,0
849,30100000000,28.0,1,5,169,0,3,4
850,5800000000,40.0,1,6,181,3,4,3
851,2200000000,60.0,1,8,340,0,2,2
852,18300000000,359.0,1,4,145,5,4,3
853,2800000000,65.0,1,8,322,0,2,2
854,4000000000,21.0,1,1,1,4,3,3
855,7000000000,50.0,1,1,22,4,4,4
856,4100000000,37.0,1,2,67,4,3,2
859,6800000000,35.0,1,1,22,5,3,4
861,7800000000,60.0,1,3,112,5,6,6
862,7500000000,300.0,1,20,640,5,5,6
863,8800000000,167.0,1,4,145,0,4,4
865,5100000000,47.0,1,6,196,3,3,3
866,9800000000,70.0,1,19,634,0,1,1
867,4300000000,75.0,1,6,220,0,1,1
868,10000000000,46.0,1,9,364,6,10,10
869,2600000000,24.0,1,2,67,3,2,2
870,4600000000,70.0,1,6,190,3,2,2
871,8400000000,60.0,1,7,286,0,9,9
873,14500000000,90.0,1,6,217,4,4,4
875,3600000000,16.0,1,6,211,0,3,3
876,6100000000,50.0,1,21,617,0,0,0
877,12300000000,75.0,1,3,97,0,5,4
878,5000000000,33.0,1,6,211,5,3,3
879,11700000000,57.0,1,3,97,6,4,4
880,4900000000,30.0,1,6,202,4,4,3
882,5800000000,22.0,1,6,193,6,5,4
883,8100000000,43.0,1,3,109,6,4,5
884,14000000000,57.0,1,3,97,6,4,4
885,4900000000,30.0,1,6,211,0,3,2
888,3400000000,16.0,1,6,211,0,4,3
889,10100000000,41.0,1,7,295,0,10,5
891,7000000000,32.0,1,3,97,5,4,4
893,6000000000,38.0,1,6,202,4,2,3
894,41200000000,39.0,1,7,289,5,4,4
895,11700000000,300.0,1,8,322,6,5,6
896,30300000000,35.0,1,7,289,0,2,1
898,6500000000,33.0,1,6,178,6,3,4
899,11700000000,46.0,1,3,97,6,4,4
900,3800000000,38.0,1,8,325,0,3,3
901,5600000000,33.0,1,6,196,5,3,3
902,6600000000,33.0,1,6,187,4,4,3
905,7300000000,23.0,1,6,217,6,3,4
906,2000000000,20.0,1,7,244,3,2,1
907,6600000000,35.0,1,1,22,5,3,4
909,3300000000,70.0,1,18,550,0,0,0
911,7400000000,34.0,1,9,364,0,5,3
913,3800000000,25.0,1,7,292,4,3,2
914,6200000000,45.0,1,4,148,5,3,3
915,9300000000,67.0,1,3,97,2,4,4
918,3100000000,55.0,1,18,556,0,0,0
919,2600000000,72.0,1,4,121,0,2,2
923,4900000000,48.0,1,18,565,0,15,13
924,4100000000,36.0,1,7,286,0,4,4
926,3900000000,18.0,1,6,196,0,3,3
927,4400000000,31.0,1,6,196,0,3,3
931,5300000000,55.0,1,7,298,0,1,1
933,7200000000,53.0,1,19,634,5,5,3
935,3700000000,150.0,1,8,319,0,2,2
936,3900000000,16.0,1,6,196,0,4,4
938,14500000000,70.0,1,5,157,4,6,6
939,4900000000,35.0,1,3,103,6,4,5
940,1800000000,20.0,1,7,295,3,3,2
942,6100000000,43.0,1,9,343,0,4,5
943,5300000000,175.0,1,5,163,0,3,5
944,4000000000,38.0,1,6,184,4,3,2
946,3100000000,45.0,1,18,565,0,0,0
947,4900000000,57.0,1,18,565,0,10,10
949,5400000000,48.0,1,5,157,0,4,4
950,4400000000,36.0,1,4,142,5,3,4
951,2200000000,71.0,1,8,337,12,3,2
952,4700000000,31.0,1,4,145,6,3,5
955,2900000000,34.0,1,4,148,2,2,1
956,7200000000,200.0,1,5,157,4,5,4
957,3100000000,83.0,1,4,145,0,3,2
958,8800000000,45.0,1,2,55,3,2,2
959,4000000000,98.0,1,274,9862,3,3,2
962,3600000000,38.0,1,4,145,0,4,5
963,4500000000,30.0,1,4,145,5,3,4
964,1400000000,48.0,1,5,169,0,2,1
968,8500000000,45.0,1,1,28,6,3,4
970,8800000000,150.0,1,268,9886,5,4,5
971,11000000000,78.0,1,19,626,4,4,3
972,5700000000,200.0,1,4,142,5,3,3
973,4100000000,28.0,1,7,283,4,3,3
974,4500000000,38.0,1,7,286,0,3,3
975,4000000000,110.0,1,1,16,0,3,2
976,7900000000,74.0,1,20,664,5,4,3
977,7100000000,35.0,1,4,142,6,3,4
978,11500000000,300.0,1,4,145,6,3,5
979,3600000000,43.0,1,6,202,3,3,3
980,4900000000,54.0,1,20,664,0,0,0
981,14300000000,65.0,1,5,169,0,4,3
982,5700000000,34.0,1,7,295,5,3,4
983,7400000000,45.0,1,1,7,5,6,5
984,3000000000,30.0,1,4,145,3,3,2
985,8100000000,50.0,1,6,187,4,4,5
986,7400000000,41.0,1,9,364,5,4,3
987,6000000000,36.0,1,8,307,5,4,3
988,3800000000,51.0,1,4,145,0,0,0
989,4000000000,37.0,1,6,238,5,5,5
990,10000000000,47.0,1,9,352,0,5,5
991,6300000000,28.0,1,8,310,5,3,4
993,3000000000,19.0,1,7,295,4,2,3
995,7400000000,46.0,1,5,157,4,4,4
996,6000000000,60.0,1,5,169,0,8,9
998,8300000000,49.0,1,8,322,0,4,3
999,3600000000,30.0,1,21,620,0,1,2
1000,6600000000,45.0,1,7,298,0,7,4
1001,7500000000,55.0,1,7,283,5,6,5
1002,9500000000,50.0,1,6,196,5,6,5
1003,8300000000,59.0,1,9,352,0,6,4
1004,7500000000,53.0,1,7,283,0,6,5
1006,2200000000,63.0,1,4,121,0,2,2
1007,9000000000,48.0,1,7,283,5,3,4
1008,15400000000,64.0,1,6,190,0,10,10
1010,4200000000,25.0,1,268,9547,4,2,2
1012,4100000000,39.0,1,8,337,5,4,3
1014,15600000000,54.0,1,5,169,5,6,5
1015,3900000000,60.0,1,8,322,0,3,3
1017,5400000000,33.0,1,8,322,0,3,4
1018,4000000000,29.0,1,8,310,0,3,3
1023,7800000000,48.0,1,7,295,5,3,4
1025,4700000000,35.0,1,8,340,5,3,4
1026,10900000000,66.0,1,7,283,5,8,5
1027,5400000000,48.0,1,6,202,0,4,4
1028,4000000000,92.0,1,268,9542,0,2,2
1029,5200000000,33.0,1,7,283,5,3,4
1030,7700000000,49.0,1,6,238,2,2,2
1031,3900000000,33.0,1,8,337,5,3,4
1033,12300000000,50.0,1,6,211,7,5,5
1034,9900000000,46.0,1,6,190,0,4,4
1036,4500000000,28.0,1,7,295,5,3,4
1037,7600000000,50.0,1,6,235,5,5,4
1038,7200000000,55.0,1,8,337,0,4,4
1039,4900000000,34.0,1,8,337,0,3,4
1040,12400000000,63.0,1,6,217,0,5,5
1041,9100000000,52.0,1,6,190,5,7,4
1042,11500000000,50.0,1,6,190,5,4,4
1043,11600000000,52.0,1,6,190,5,4,4
1044,5300000000,30.0,1,6,205,5,3,3
1045,5300000000,31.0,1,6,217,0,4,4
1046,6400000000,66.0,1,8,322,4,4,3
1047,5500000000,47.0,1,8,337,0,4,3
1048,5400000000,30.0,1,6,196,5,3,4
1049,9300000000,58.0,1,6,199,0,4,4
1050,3800000000,45.0,1,4,145,4,4,3
1051,2500000000,42.0,1,18,577,0,1,1
1053,5400000000,45.0,1,6,217,0,4,0
1054,5800000000,42.0,1,5,157,0,3,4
1055,7600000000,41.0,1,9,364,0,4,3
1056,4600000000,42.0,1,8,337,0,4,3
1057,1900000000,80.0,1,18,550,0,0,0
1058,4000000000,41.0,1,8,337,4,4,3
1059,3900000000,32.0,1,8,307,5,4,3
1060,5600000000,36.0,1,6,187,3,3,2
1062,2700000000,43.0,1,18,565,0,0,0
1063,3800000000,65.0,1,18,553,0,0,0
1065,4800000000,66.0,1,18,565,2,3,3
1068,5200000000,40.0,1,4,145,0,8,8
1069,8700000000,50.0,1,5,166,0,8,8
1070,9900000000,57.0,1,7,295,6,8,8
1071,2700000000,45.0,1,4,145,3,3,2
1072,1800000000,30.0,1,4,145,0,0,0
1075,13100000000,55.0,1,5,166,7,4,4
1077,7500000000,50.0,1,5,169,0,4,5
1079,20600000000,60.0,1,7,289,4,5,3
1081,49000000000,350.0,1,5,167,7,10,11
1085,5300000000,36.0,1,3,112,5,3,4
1087,9100000000,81.0,1,5,163,3,4,4
1088,4600000000,77.0,1,18,577,0,3,2
1089,8800000000,58.0,1,19,626,5,10,9
1090,16000000000,240.0,1,275,9895,0,0,0
1091,12500000000,420.0,1,4,142,4,4,6
1092,11200000000,132.0,1,3,109,2,3,2
1093,3000000000,40.0,1,18,577,0,2,2
1095,10100000000,200.0,1,1,22,4,4,4
1096,3900000000,90.0,1,21,617,0,3,2
1097,5900000000,30.0,1,2,82,5,3,3
1098,5300000000,28.0,1,3,97,4,4,2
1099,9100000000,35.0,1,6,199,5,4,4
1100,14200000000,65.0,1,7,298,6,19,19
1101,7200000000,50.0,1,3,109,6,4,5
1102,4300000000,30.0,1,1,1,4,2,2
1103,2900000000,73.0,1,21,616,10,3,2
1104,9000000000,45.0,1,1,22,5,4,4
1106,4400000000,55.0,1,20,658,0,4,3
1108,5900000000,55.0,1,268,9542,0,3,3
1109,10900000000,91.0,1,5,157,4,3,4
1110,12600000000,59.0,1,6,199,6,14,14
1113,6300000000,40.0,1,7,265,4,4,4
1114,7000000000,30.0,1,4,145,0,4,4
1119,5100000000,31.0,1,6,190,5,5,5
1120,7400000000,33.0,1,1,28,5,3,3
1121,5500000000,30.0,1,4,121,6,4,4
1123,21300000000,288.0,1,4,139,6,3,5
1126,6600000000,144.0,1,4,145,4,3,4
1130,7200000000,52.0,1,9,364,4,5,5
1131,4800000000,45.0,1,21,613,0,3,3
1134,16100000000,375.0,1,4,139,5,3,5
1135,5800000000,170.0,1,4,145,5,3,4
1136,3600000000,96.0,1,4,145,3,3,3
1140,7700000000,51.0,1,8,307,5,4,4
1142,2300000000,45.0,1,268,9886,4,4,4
1143,8100000000,48.0,1,19,625,5,9,9
1145,12200000000,65.0,1,5,169,7,18,18
1146,3000000000,41.0,1,268,9886,4,4,4
1149,3800000000,60.0,1,268,9886,0,5,5
1150,5800000000,91.0,1,4,145,0,0,0
1151,5600000000,46.0,1,5,169,4,5,4
1152,3800000000,80.0,1,268,9542,0,2,1
1153,12600000000,65.0,1,6,190,5,4,4
1155,8700000000,58.0,1,6,217,5,4,4
1157,3000000000,75.0,1,9,367,2,3,2
1158,3400000000,70.0,1,9,355,3,3,2
1162,5000000000,88.0,1,5,166,0,3,2
1165,1000000000,40.0,1,9,343,0,2,1
1166,4200000000,142.0,1,17,484,0,0,0
1167,14800000000,63.0,1,5,169,0,6,6
1168,6600000000,41.0,1,268,9542,5,3,3
1169,13500000000,280.0,1,19,592,7,6,6
1170,7100000000,109.0,1,7,286,5,2,4
1171,8600000000,250.0,1,1,1,6,3,4
1172,9100000000,48.0,1,9,343,5,6,0
1173,15600000000,80.0,1,5,167,6,20,28
1174,6400000000,101.0,1,5,169,0,3,2
1175,5400000000,70.0,1,6,205,0,3,2
1176,890000000,40.0,1,6,178,0,2,1
1177,8800000000,148.0,1,5,169,0,4,2
1178,5000000000,40.0,1,6,178,0,1,0
1180,3900000000,34.0,1,268,9542,0,3,3
1181,940000000,50.0,1,5,169,0,2,1
1182,1100000000,52.0,1,5,169,3,2,1
1185,15400000000,260.0,1,5,167,0,3,3
1187,2400000000,32.0,1,1,16,0,1,3
1188,4900000000,38.0,1,268,9542,4,3,3
1190,4400000000,35.0,1,268,9542,0,3,3
1191,11400000000,48.0,1,9,361,2,5,5
1194,7600000000,52.0,1,268,9542,5,4,4
1196,840000000,40.0,1,6,178,0,2,1
1197,6100000000,170.0,1,6,205,5,3,4
1198,6300000000,101.0,1,5,169,0,3,2
1199,6900000000,168.0,1,6,238,4,3,3
1200,9900000000,40.0,1,6,235,0,6,6
1201,11000000000,50.0,1,7,283,6,5,5
1202,6300000000,144.0,1,6,193,3,3,4
1204,13800000000,407.0,1,268,9542,0,7,7
1205,7100000000,42.0,1,268,9542,5,3,3
1206,8400000000,81.0,1,7,298,3,3,3
1208,3800000000,73.0,1,5,169,0,2,1
1211,3500000000,30.0,1,9,364,3,3,3
1212,15000000000,65.0,1,5,163,6,10,10
1213,12700000000,60.0,1,5,169,0,18,18
1215,6300000000,101.0,1,5,169,0,2,2
1218,6300000000,35.0,1,5,157,4,4,3
1219,7300000000,41.0,1,5,169,0,3,4
1224,10800000000,300.0,1,7,286,0,12,12
1225,3400000000,315.0,1,7,283,7,6,6
1226,9200000000,40.0,1,7,283,5,4,4
1227,5700000000,42.0,1,268,9542,5,3,3
1228,6500000000,42.0,1,8,337,6,3,4
1229,4100000000,75.0,1,5,169,0,3,2
1230,5500000000,34.0,1,5,169,0,4,4
1231,2900000000,22.0,1,7,295,4,3,2
1232,9900000000,45.0,1,9,352,6,3,4
1233,6600000000,39.0,1,7,295,0,5,4
1236,14400000000,99.0,1,8,337,0,16,16
1237,17200000000,390.0,1,5,163,6,8,10
1238,5800000000,91.0,1,5,166,0,3,2
1239,5500000000,44.0,1,8,337,0,4,4
1246,5700000000,40.0,1,7,295,5,3,4
1247,5200000000,35.0,1,4,145,5,4,5
1248,13100000000,165.0,1,5,169,0,5,3
1250,6000000000,80.0,1,5,166,0,2,2
1251,4900000000,35.0,1,268,9542,4,3,3
1253,10500000000,49.0,1,6,217,4,4,44
1256,4800000000,32.0,1,268,9542,4,2,2
1257,9900000000,50.0,1,19,631,0,4,4
1258,12600000000,54.0,1,6,217,5,4,4
1259,6200000000,32.0,1,9,364,3,4,3
1262,13100000000,59.0,1,6,217,5,4,4
1263,7600000000,34.0,1,3,109,6,4,5
1264,8600000000,96.0,1,5,169,0,3,2
1268,5400000000,62.0,1,20,643,4,3,3
1269,7800000000,40.0,1,268,9542,4,3,3
1270,5800000000,107.0,1,19,625,0,3,2
1272,6400000000,40.0,1,20,646,6,3,4
1274,16200000000,80.0,1,5,169,7,16,17
1279,9500000000,80.0,1,3,109,4,3,3
1282,6900000000,30.0,1,3,97,5,4,4
1284,12400000000,38.0,1,5,169,7,4,5
1285,8100000000,35.0,1,3,109,6,4,5
1286,6600000000,35.0,1,1,16,5,3,4
1287,2700000000,70.0,1,19,626,0,2,2
1292,6300000000,46.0,1,8,337,5,4,4
1293,7000000000,45.0,1,9,367,4,4,4
1295,4400000000,32.0,1,20,646,6,3,4
1298,10500000000,61.0,1,6,217,5,4,3
1300,6300000000,50.0,1,268,9542,4,3,3
1301,1300000000,33.0,1,18,577,0,1,1
1302,6500000000,43.0,1,20,646,6,3,4
1303,7300000000,95.0,1,5,169,0,2,2
1304,8000000000,43.0,1,5,169,5,4,5
1305,5900000000,33.0,1,6,211,5,4,5
1306,230900000000,31.0,1,5,169,4,4,5
1307,6000000000,32.0,1,6,187,0,3,4
1311,4600000000,47.0,1,20,646,5,4,4
1313,16000000000,80.0,1,6,190,5,9,9
1315,2400000000,90.0,1,18,550,0,0,0
1317,4900000000,143.0,1,280,10336,0,0,0
1321,3300000000,120.0,1,18,550,0,0,0
1322,15000000000,480.0,1,18,565,0,0,0
1325,2800000000,96.0,1,18,571,0,0,0
1326,840000000,35.0,1,6,202,0,1,1
1327,12600000000,53.0,1,9,346,6,7,8
1328,840000000,50.0,1,6,202,0,2,1
1330,1000000000,32.0,1,1,16,0,1,1
1331,2400000000,70.0,1,7,292,0,2,1
1332,1400000000,48.0,1,5,169,0,2,1
1339,5900000000,28.0,1,7,277,5,3,4
1341,1500000000,48.0,1,3,103,1,2,1
1342,8400000000,60.0,1,9,349,7,12,12
1344,12500000000,74.0,1,1,7,0,0,0
1346,14100000000,70.0,1,5,169,7,18,18
1347,11300000000,82.0,1,7,298,6,15,15
1350,2200000000,25.0,1,8,337,0,2,3
1351,10900000000,130.0,1,5,163,3,2,2
1352,7400000000,40.0,1,268,9542,0,3,3
1354,13700000000,55.0,1,5,169,5,4,4
1355,1000000000,35.0,1,6,220,0,1,1
1356,9200000000,52.0,1,5,166,0,5,3
1357,4900000000,41.0,1,268,9542,4,3,1
1358,830000000,50.0,1,9,343,0,2,1
1361,850000000,35.0,1,1,16,0,1,1
1363,13300000000,320.0,1,5,157,4,4,4
1365,8300000000,35.0,1,5,157,5,9,4
1366,9000000000,34.0,1,5,163,5,4,5
1367,6700000000,39.0,1,268,9542,5,3,3
1368,9700000000,250.0,1,6,235,0,4,4
1369,9400000000,469.0,1,275,9895,0,0,0
1370,5000000000,45.0,1,4,145,0,4,3
1371,14400000000,48.0,1,5,169,5,6,6
1374,7200000000,81.0,1,278,10126,4,5,4
1376,2200000000,100.0,1,275,9895,0,0,0
1377,1000000000,40.0,1,6,193,3,2,1
1378,5500000000,45.0,1,6,217,4,4,4
1379,5800000000,42.0,1,268,9542,3,2,2
1380,6600000000,35.0,1,5,163,5,4,5
1381,32500000000,1017.0,1,275,9895,0,0,0
1383,4300000000,48.0,1,8,337,0,3,3
1384,5600000000,38.0,1,268,9542,4,3,3
1385,3800000000,30.0,1,8,322,0,3,4
1386,8400000000,122.0,1,6,199,0,3,2
1387,5100000000,35.0,1,8,322,0,3,4
1388,10200000000,35.0,1,2,88,4,3,4
1389,15000000000,65.0,1,5,163,6,10,10
1390,4300000000,35.0,1,268,9542,4,3,3
1391,4900000000,70.0,1,8,319,0,3,4
1392,5000000000,32.0,1,268,9542,0,2,2
1393,13200000000,76.0,1,9,346,0,14,14
1394,6300000000,35.0,1,7,295,5,3,4
1395,10000000000,48.0,1,9,349,4,4,3
1398,7200000000,40.0,1,268,9542,0,3,3
1399,10900000000,55.0,1,5,166,5,3,4
1400,12700000000,50.0,1,6,211,7,4,5
1401,7200000000,125.0,1,5,166,0,3,2
1402,10200000000,50.0,1,7,283,0,8,7
1403,6300000000,38.0,1,268,9542,5,3,3
1404,6500000000,35.0,1,268,9542,4,4,3
1405,4500000000,45.0,1,8,310,0,3,3
1406,6900000000,35.0,1,9,358,6,5,5
1407,2900000000,28.0,1,7,286,0,3,3
1408,3200000000,30.0,1,4,121,0,4,2
1409,3900000000,30.0,1,8,337,5,3,3
1411,5800000000,30.0,1,268,9542,5,3,3
1412,7600000000,37.0,1,8,319,6,6,6
1415,6400000000,50.0,1,268,9542,0,3,3
1416,6400000000,49.0,1,268,9542,0,3,3
1417,4100000000,35.0,1,8,310,0,5,4
1418,5900000000,62.0,1,268,9542,3,2,2
1419,3200000000,24.0,1,7,298,0,3,3
1420,4800000000,34.0,1,8,322,5,3,4
1421,14600000000,83.0,1,6,217,4,4,4
1422,4900000000,90.0,1,5,166,0,3,2
1423,7100000000,58.0,1,268,9542,0,3,3
1425,12800000000,41.0,1,6,178,7,3,3
1426,10200000000,134.0,1,5,167,0,4,3
1427,7100000000,48.0,1,8,322,5,5,3
1428,18800000000,235.0,1,268,9556,5,7,6
1429,13900000000,65.0,1,5,167,7,15,15
1430,11000000000,40.0,1,1,19,0,4,3
1431,4100000000,34.0,1,21,616,5,3,4
1432,8000000000,46.0,1,268,9542,5,4,4
1436,2100000000,69.0,1,4,145,0,3,2
1437,11500000000,166.0,1,5,169,0,4,3
1438,10100000000,113.0,1,19,631,0,3,2
1439,7100000000,40.0,1,9,364,4,4,0
1440,2600000000,73.0,1,4,121,0,3,2
1441,5300000000,45.0,1,21,620,4,3,3
1442,4800000000,101.0,1,4,145,3,3,3
1446,5800000000,160.0,1,4,145,4,5,4
1447,109100000000,219.0,1,4,145,0,5,4
1448,4200000000,40.0,1,268,9542,4,2,2
1449,6100000000,34.0,1,268,9542,5,3,3
1450,11700000000,80.0,1,268,9556,7,6,6
1453,5100000000,111.0,1,9,355,0,3,2
1454,5800000000,32.0,1,268,9542,5,3,3
1455,15300000000,100.0,1,5,169,0,2,2
1456,2700000000,40.0,1,268,9886,4,4,4
1459,5200000000,120.0,1,4,145,4,3,2
1460,1800000000,30.0,1,4,145,0,0,0
1461,4900000000,111.0,1,5,169,0,3,2
1463,4200000000,35.0,1,268,9542,3,3,2
1467,12300000000,105.0,1,9,349,4,4,4
1468,12300000000,65.0,1,5,169,7,14,15
1472,11600000000,79.0,1,9,343,0,3,4
1473,11100000000,61.0,1,6,238,7,7,7
1474,9400000000,50.0,1,9,349,0,4,3
1477,5500000000,45.0,1,268,9542,4,3,3
1483,4500000000,35.0,1,268,9542,4,2,2
1486,13100000000,60.0,1,5,167,4,4,4
1489,5900000000,50.0,1,268,9542,4,3,3
1490,13900000000,88.0,1,268,9556,4,5,5
1492,14900000000,80.0,1,5,163,0,20,20
1494,2300000000,70.0,1,19,631,0,2,1
1496,10100000000,60.0,1,5,167,6,5,5
1499,5100000000,41.0,1,268,9542,0,3,2
1501,4800000000,35.0,1,268,9542,4,3,3
1502,7200000000,52.0,1,3,109,5,5,4
1503,10600000000,50.0,1,5,167,4,5,4
1504,9000000000,46.0,1,268,9542,6,4,4
1505,13400000000,72.0,1,9,349,7,7,7
1506,4000000000,43.0,1,268,9542,4,2,2
1507,5500000000,45.0,1,6,217,4,4,3
1508,7500000000,159.0,1,9,343,0,3,3
1509,7800000000,42.0,1,5,157,0,4,4
1511,11800000000,39.0,1,3,109,7,6,6
1512,5500000000,38.0,1,268,9542,4,3,3
1517,4600000000,84.0,1,4,145,3,4,3
1518,3300000000,34.0,1,7,298,5,3,3
1521,12500000000,330.0,1,3,109,5,4,4
1523,12200000000,60.0,1,5,167,7,16,16
1526,4100000000,32.0,1,21,601,0,4,4
1527,7700000000,220.0,1,1,8,4,3,4
1530,7100000000,42.0,1,268,9542,5,3,3
1531,11900000000,164.0,1,5,169,0,4,3
1532,3900000000,30.0,1,9,349,5,3,4
1533,6400000000,42.0,1,6,202,5,3,4
1535,9300000000,224.0,1,6,187,4,4,3
1536,5300000000,42.0,1,5,169,4,4,3
1540,5000000000,97.0,1,5,167,0,3,2
1541,4900000000,34.0,1,5,157,5,3,4
1543,4300000000,35.0,1,21,616,5,3,4
1544,7200000000,230.0,1,6,187,5,5,4
1545,3800000000,35.0,1,9,373,5,4,4
1546,3600000000,35.0,1,20,658,0,4,4
1547,5300000000,43.0,1,268,9542,0,2,2
1548,186700000000,35.0,1,21,617,4,4,4
1550,10500000000,80.0,1,1,22,3,2,2
1552,12600000000,61.0,1,19,626,8,18,18
1555,14500000000,72.0,1,5,166,0,16,16
1559,12600000000,80.0,1,1,28,0,2,1
1560,6000000000,58.0,1,9,364,5,4,4
1564,6800000000,60.0,1,9,373,5,4,5
1569,3900000000,106.0,1,4,145,0,3,2
1572,11200000000,50.0,1,5,167,6,10,10
1576,2600000000,85.0,1,9,343,0,2,2
1577,4400000000,117.0,1,5,169,0,2,2
1580,9200000000,274.0,1,5,169,0,4,3
1581,6300000000,42.0,1,4,145,5,3,4
1582,5700000000,40.0,1,4,145,0,4,3
1583,2700000000,25.0,1,7,286,5,3,3
1584,8900000000,55.0,1,9,370,7,12,12
1585,11300000000,154.0,1,17,454,3,4,2
1586,12800000000,35.0,1,5,166,3,2,3
1587,3400000000,33.0,1,4,145,5,3,4
1589,2800000000,30.0,1,4,148,0,3,4
1590,5700000000,43.0,1,4,145,5,4,3
1594,2500000000,58.0,1,4,139,0,2,1
1596,10700000000,66.0,1,5,169,5,5,5
1597,6200000000,43.0,1,19,631,5,9,9
1599,14200000000,65.0,1,5,167,0,16,16
1602,12600000000,6.0,1,5,167,7,15,15
1603,4300000000,45.0,1,4,139,4,4,4
1604,5400000000,40.0,1,4,145,6,4,5
1605,3600000000,35.0,1,4,145,0,4,4
1607,4800000000,40.0,1,5,169,5,9,9
1608,12200000000,58.0,1,5,166,7,12,12
1609,5400000000,34.0,1,4,145,0,3,5
1610,4700000000,42.0,1,4,145,0,5,5
1611,10800000000,38.0,1,9,349,6,4,5
1612,14600000000,70.0,1,5,166,8,15,15
1614,12300000000,50.0,1,9,352,8,10,10
1617,6000000000,43.0,1,5,157,5,4,4
1618,8900000000,30.0,1,1,10,0,3,3
1619,8800000000,46.0,1,6,199,7,11,11
1620,6300000000,40.0,1,19,631,5,10,10
1621,11700000000,72.0,1,19,625,8,18,18
1622,6200000000,43.0,1,5,169,0,4,3
1623,6000000000,45.0,1,5,169,6,6,4
1624,5800000000,214.0,1,5,157,6,3,3
1625,11000000000,44.0,1,6,217,0,7,4
1626,4800000000,120.0,1,5,163,0,3,3
1627,13900000000,150.0,1,5,169,5,3,4
1628,7300000000,165.0,1,5,167,6,4,5
1629,8200000000,70.0,1,9,358,0,11,11
1630,6900000000,60.0,1,8,313,0,8,8
1631,5800000000,52.0,1,4,145,5,4,4
1632,5400000000,45.0,1,4,145,5,4,3
1633,4900000000,39.0,1,4,145,5,4,4
1634,6100000000,48.0,1,4,145,5,4,4
1635,8100000000,48.0,1,4,145,6,4,4
1636,5500000000,44.0,1,4,139,5,4,4
1637,5000000000,45.0,1,4,145,5,4,4
1638,10400000000,65.0,1,4,139,4,4,3
1639,3600000000,30.0,1,1,1,4,3,3
1640,5400000000,38.0,1,5,157,5,3,3
1641,5400000000,39.0,1,5,169,5,4,4
1642,17700000000,42.0,1,7,289,4,5,3
1643,5300000000,42.0,1,5,169,0,4,3
1644,4500000000,36.0,1,5,163,4,4,3
1646,6400000000,33.0,1,7,295,5,3,4
1647,5800000000,47.0,1,5,157,0,4,3
1648,4300000000,47.0,1,4,142,0,4,3
1649,3900000000,30.0,1,5,169,0,2,3
1650,4600000000,48.0,1,4,139,5,3,3
1651,6700000000,35.0,1,4,145,5,4,4
1652,7700000000,45.0,1,5,167,5,4,4
1653,6800000000,48.0,1,4,139,5,4,3
1654,11100000000,150.0,1,19,626,4,6,4
1655,5500000000,30.0,1,9,343,5,3,4
1656,13200000000,60.0,1,9,349,4,3,3
1657,4300000000,64.0,1,4,145,0,0,0
1658,5100000000,165.0,1,6,193,5,3,3
1659,6200000000,120.0,1,6,184,4,3,3
1660,3300000000,28.0,1,5,166,0,2,2
1661,4100000000,42.0,1,5,167,5,6,4
1662,6500000000,46.0,1,9,352,5,4,3
1663,5200000000,49.0,1,5,169,0,5,4
1664,4100000000,42.0,1,7,295,5,4,4
1665,5300000000,46.0,1,7,265,5,4,3
1667,5200000000,38.0,1,7,262,5,4,3
1668,9900000000,120.0,1,6,205,5,7,8
1670,14900000000,86.0,1,4,145,0,0,0
1671,5100000000,47.0,1,7,286,0,4,4
1672,5500000000,48.0,1,7,295,5,4,4
1673,2400000000,30.0,1,4,145,0,0,0
1674,4600000000,35.0,1,4,145,0,3,4
1675,4500000000,41.0,1,4,145,0,0,0
1676,3800000000,37.0,1,4,145,3,2,2
1677,5500000000,54.0,1,4,145,0,0,0
1678,5000000000,35.0,1,4,145,5,3,4
1679,5700000000,40.0,1,4,145,5,4,4
1680,11900000000,60.0,1,4,145,4,3,4
1681,7400000000,45.0,1,4,145,5,4,5
1683,5500000000,45.0,1,7,295,6,5,4
1684,4800000000,45.0,1,7,286,5,4,4
1685,3600000000,35.0,1,7,286,4,3,4
1686,8500000000,60.0,1,268,9542,6,14,14
1687,12800000000,63.0,1,4,145,5,4,5
1688,5700000000,48.0,1,4,145,0,4,3
1689,7400000000,288.0,1,4,148,6,5,4
1690,14500000000,70.0,1,6,190,5,5,5
